645	22017
69	4868
809	767
629	21153
365	13333
138	7813
1190	26752
101	6771
479	16748
1105	23094
347	13030
333	12499
628	21147
1031	18963
249	10890
962	15451
468	16411
234	10716
941	13319
555	18170
88	5957
1110	23518
481	16752
352	13128
1200	27082
170	9030
1211	27985
762	706
115	7242
683	24207
730	26643
1068	21522
5	541
1205	27266
449	16068
247	10865
379	13521
878	7933
440	15798
655	22582
614	20214
269	11338
677	23755
202	9966
597	19165
10	872
1078	22242
385	13661
56	4236
1137	24878
142	7863
715	25614
472	16508
698	24914
340	12832
153	8477
930	12288
174	9367
1095	22702
404	14226
1196	26997
185	9703
1001	18123
1127	24505
42	2960
709	25365
24	2071
1046	19705
288	11686
301	11949
320	12344
565	18364
436	15588
37	2676
25	2075
651	22270
257	11130
389	13700
52	3834
1055	20252
724	26368
14	1133
570	18480
719	25865
372	13371
110	7088
587	18946
702	25158
751	28066
344	12973
196	9849
1059	20848
1132	24696
949	14829
460	16258
157	8565
817	1467
559	18251
638	21650
189	9759
1147	25163
421	14932
46	3176
969	16083
606	19493
284	11648
416	14560
1115	23981
152	8404
228	10614
289	11714
448	16054
57	4263
316	12287
78	5498
1100	22899
261	11204
29	2321
475	16563
492	16831
756	28349
179	9413
591	18987
443	15857
1040	19540
321	12354
376	13418
623	20710
211	10127
646	22084
253	11069
485	16762
1136	24839
834	2295
106	6908
238	10780
121	7529
1151	25261
937	13040
348	13059
574	18496
84	5777
353	13134
821	1659
480	16750
602	19363
147	8255
687	24546
280	11585
1215	28449
61	4357
634	21279
692	24692
734	26811
221	10557
293	11804
1072	21653
453	16101
1119	24061
132	7721
396	13811
89	6024
133	7726
660	22863
411	14391
116	7299
243	10805
1201	27097
1	44
265	11273
74	5219
307	12093
292	11784
233	10678
452	16074
6	576
248	10868
60	4351
380	13535
117	7384
439	15780
678	23760
270	11343
661	22927
201	9949
1153	25298
761	6592
810	791
381	13564
220	10556
366	13334
102	6773
714	25564
1047	19791
1057	20422
957	15189
746	27886
1091	22560
825	1747
302	11956
260	11201
1123	24184
349	13065
28	2295
38	2678
598	19166
160	8571
820	1639
561	18273
392	13730
70	4879
424	15066
192	9808
407	14322
693	24717
630	21154
429	15290
275	11499
21	1994
137	7812
165	8816
815	1192
729	26620
92	6285
467	16410
229	10615
847	3886
566	18366
484	16755
1032	19023
252	11047
197	9852
65	4735
625	21052
852	4790
435	15541
97	6712
329	12472
1178	26126
583	18687
830	1836
889	1715
461	16287
757	28520
682	24206
1195	26894
1128	24523
710	25402
456	16160
324	12446
1012	18482
285	11662
224	10585
578	18538
697	24834
1089	22502
317	12317
650	22254
948	14571
1017	18548
156	8539
615	20286
1121	24121
725	26474
9	762
188	9756
53	4098
356	13200
169	9002
593	19114
141	7862
610	19861
1118	24037
857	5157
328	12470
471	16461
1160	25538
1028	18924
1082	22330
488	16793
225	10589
554	18128
753	28177
1182	26350
193	9816
669	23518
476	16636
642	21747
637	21649
489	16809
1016	18544
1207	27591
590	18967
1039	19493
1155	25443
212	10174
706	25280
96	6592
622	20700
837	2432
393	13738
1114	23833
647	22087
701	25147
738	26998
654	22583
1192	26812
1060	20864
457	16199
721	25934
13	946
129	7677
41	2958
371	13362
605	19439
134	7732
73	5146
128	7676
343	12899
237	10732
105	6885
244	10824
2	254
1086	22366
266	11304
633	21198
360	13230
205	10030
311	12174
657	22604
398	13875
1035	19225
1071	21635
674	23666
1167	25896
586	18829
662	22998
718	25781
298	11914
1135	24830
412	14442
750	28058
618	20417
425	15115
1146	25160
430	15359
824	1743
166	8834
32	2405
34	2493
148	8269
264	11254
45	3168
161	8584
745	27814
279	11578
64	4704
573	18481
180	9432
296	11869
17	1511
444	15865
375	13412
733	26765
601	19361
584	18695
562	18282
1007	18261
694	24718
191	9763
402	14078
732	26694
22	1996
44	3060
1125	24434
286	11666
743	27382
875	7677
577	18505
711	25429
579	18615
291	11746
59	4305
118	7385
281	11599
204	10019
27	2218
413	14509
641	21695
71	4933
391	13727
1139	24916
12	890
445	15922
382	13573
54	19963
572	18484
313	12254
611	20014
144	7866
713	25466
1107	23168
49	3585
466	16390
335	12558
704	25178
350	13121
159	8567
672	23583
604	19402
1209	27813
406	14254
113	7158
681	24163
219	10454
274	11414
1117	24006
1011	18376
419	14830
81	5631
736	26857
377	13449
362	13247
451	16071
76	5306
567	18378
7	628
245	10841
737	26923
318	12328
39	2696
649	22196
434	15519
616	20319
303	12016
1122	24128
271	11345
599	19179
477	16658
387	13693
494	16835
631	21156
758	28550
345	12981
858	5225
367	13345
552	18108
816	1448
103	6819
609	19701
594	19145
140	7861
213	10242
1162	25660
726	26542
621	20654
91	6217
483	16754
700	25137
66	4760
240	10782
251	11046
1029	18947
1149	25197
964	15589
626	21074
1022	18803
668	23508
155	8522
198	9863
108	6935
330	12471
462	16292
1112	23591
685	24435
130	7681
399	13887
1213	28049
636	21601
1044	19703
695	24771
1066	21362
278	11579
455	16150
1176	26006
223	10581
608	19574
394	13793
306	12084
135	7791
1113	23676
563	18290
1000	18119
299	11939
226	10603
3	199
267	11314
431	15372
241	10783
80	5503
167	8853
35	2512
658	22710
473	16513
